gene_name	ensembl_gene_id
RNF146	ENSG00000118518
RNF167	ENSG00000108523
RNF181	ENSG00000168894
RNF185	ENSG00000138942
RNF187	ENSG00000168159
RNF216	ENSG00000011275
RNF220	ENSG00000187147
RNF25	ENSG00000163481
RNF26	ENSG00000173456
RNF31	ENSG00000092098
RNF34	ENSG00000170633
RNF4	ENSG00000063978
RNF40	ENSG00000103549
RNF5	ENSG00000204308
RNF5	 ENSG00000223767
RNF5	 ENSG00000228405
RNF5	 ENSG00000183574
RNF5	 ENSG00000228907
RNF5	 ENSG00000225452
RNF5	 ENSG00000227277
RNF6	ENSG00000127870
RNF7	ENSG00000114125
RNH1	ENSG00000023191
RNH1	 ENSG00000276230
RNMTL1	ENSG00000171861
RNPEP	ENSG00000176393
ROMO1	ENSG00000125995
RP9	ENSG00000164610
RPA2	ENSG00000117748
RPA3	ENSG00000106399
RPAIN	ENSG00000129197
RPAP3	ENSG00000005175
RPF1	ENSG00000117133
RPF2	ENSG00000197498
RPL10A	ENSG00000198755
RPL11	ENSG00000142676
RPL14	ENSG00000188846
RPL26L1	ENSG00000037241
RPL27	ENSG00000131469
RPL30	ENSG00000156482
RPL31	ENSG00000071082
RPL32	ENSG00000144713
RPL34	ENSG00000109475
RPL35	ENSG00000136942
RPL35A	ENSG00000182899
RPL36AL	ENSG00000165502
RPL4	ENSG00000174444
RPL6	ENSG00000089009
RPL7L1	ENSG00000146223
RPL8	ENSG00000161016
RPN1	ENSG00000163902
RPN2	ENSG00000118705
RPP14	ENSG00000163684
RPP25L	ENSG00000164967
RPP30	ENSG00000148688
RPP38	ENSG00000152464
RPRD1B	ENSG00000101413
RPS13	ENSG00000110700
RPS19BP1	ENSG00000187051
RPS23	ENSG00000186468
RPS24	ENSG00000138326
RPS27L	ENSG00000185088
RPS5	ENSG00000083845
RPS6	ENSG00000137154
RPS6KA3	ENSG00000177189
RPS6KB1	ENSG00000108443
RPS6KB2	ENSG00000175634
RPUSD3	ENSG00000156990
RQCD1	ENSG00000144580
RRAGA	ENSG00000155876
RRM1	ENSG00000167325
RRN3	ENSG00000278494
RRN3	 ENSG00000085721
RRNAD1	ENSG00000143303
RRP1	ENSG00000160214
RRP36	ENSG00000124541
RRP7A	ENSG00000189306
RRP8	ENSG00000132275
RRS1	ENSG00000179041
RSAD1	ENSG00000136444
RSBN1L	ENSG00000187257
RSC1A1	ENSG00000215695
RSL1D1	ENSG00000171490
RSPRY1	ENSG00000159579
RSRC1	ENSG00000174891
RSRC2	ENSG00000111011
RTCA	ENSG00000137996
RTFDC1	ENSG00000022277
RTN4	ENSG00000115310
RUFY1	ENSG00000176783
RUVBL1	ENSG00000175792
RWDD1	ENSG00000111832
RWDD3	ENSG00000122481
RXRA	ENSG00000186350
RXRB	ENSG00000206289
RXRB	 ENSG00000227322
RXRB	 ENSG00000231321
RXRB	 ENSG00000204231
RXRB	 ENSG00000235712
RXRB	 ENSG00000228333
SAE1	ENSG00000142230
SAMD4B	ENSG00000179134
SAMD8	ENSG00000156671
SAMM50	ENSG00000100347
SAP18	ENSG00000150459
SAP30	ENSG00000164105
SAP30BP	ENSG00000161526
SAP30L	ENSG00000164576
SAR1A	ENSG00000079332
SARNP	ENSG00000205323
SARS	ENSG00000031698
SART1	ENSG00000175467
SART3	ENSG00000075856
SAT2	ENSG00000141504
SAV1	ENSG00000151748
SBDS	ENSG00000126524
SCAF1	ENSG00000126461
SCAF11	ENSG00000139218
SCAF4	ENSG00000156304
SCAF8	ENSG00000213079
SCAMP2	ENSG00000140497
SCAMP3	ENSG00000116521
SCAMP3	 ENSG00000263290
SCAND1	ENSG00000171222
SCAP	ENSG00000114650
SCARB2	ENSG00000138760
SCFD1	ENSG00000092108
SCFD2	ENSG00000184178
SCNM1	ENSG00000163156
SCO1	ENSG00000133028
SCO2	ENSG00000130489
SCOC	ENSG00000153130
SCP2	ENSG00000116171
SCRIB	ENSG00000274287
SCRIB	 ENSG00000180900
SCRN3	ENSG00000144306
SCYL1	ENSG00000142186
SCYL2	ENSG00000136021
SCYL3	ENSG00000000457
SDAD1	ENSG00000198301
SDCBP	ENSG00000137575
SDCCAG3	ENSG00000165689
SDCCAG8	ENSG00000054282
SDCCAG8	 ENSG00000276111
SDE2	ENSG00000143751
SDF2	ENSG00000132581
SDF4	ENSG00000078808
SDHA	ENSG00000073578
SDHAF2	ENSG00000167985
SDHB	ENSG00000117118
SDHC	ENSG00000143252
SDHD	ENSG00000204370
SDR39U1	ENSG00000100445
SEC11A	ENSG00000140612
SEC13	ENSG00000157020
SEC16A	ENSG00000148396
SEC22B	ENSG00000265808
SEC22C	ENSG00000093183
SEC23A	ENSG00000100934
SEC23IP	ENSG00000107651
SEC24A	ENSG00000113615
SEC24B	ENSG00000138802
SEC24C	ENSG00000176986
SEC31A	ENSG00000138674
SEC61A1	ENSG00000058262
SEC61B	ENSG00000106803
SEC61G	ENSG00000132432
SEC62	ENSG00000008952
SEC63	ENSG00000025796
SECISBP2	ENSG00000187742
SEH1L	ENSG00000085415
SEL1L	ENSG00000071537
SELK	ENSG00000113811
SELO	ENSG00000073169
SELT	ENSG00000198843
SENP2	ENSG00000163904
SENP3	ENSG00000161956
SENP5	ENSG00000119231
SENP6	ENSG00000112701
SEPHS1	ENSG00000086475
SERBP1	ENSG00000142864
SERF2	ENSG00000140264
SERGEF	ENSG00000129158
SERINC1	ENSG00000111897
SERINC3	ENSG00000132824
SERPINB6	ENSG00000124570
SERTAD2	ENSG00000179833
SET	ENSG00000119335
SETD2	ENSG00000181555
SETD3	ENSG00000183576
SETD5	ENSG00000168137
SETD6	ENSG00000103037
SETD7	ENSG00000145391
SETDB1	ENSG00000143379
SF1	ENSG00000168066
SF3A1	ENSG00000099995
SF3A3	ENSG00000183431
SF3B1	ENSG00000115524
SF3B2	ENSG00000087365
SF3B3	ENSG00000189091
SF3B4	ENSG00000143368
SF3B5	ENSG00000169976
SFSWAP	ENSG00000061936
SGMS1	ENSG00000198964
SGPL1	ENSG00000166224
SGSM3	ENSG00000100359
SGTA	ENSG00000104969
SH3BP5L	ENSG00000175137
SH3GLB1	ENSG00000097033
SHARPIN	ENSG00000179526
SHOC2	ENSG00000108061
SIAH1	ENSG00000196470
SIAH2	ENSG00000181788
SIGMAR1	ENSG00000147955
SIKE1	ENSG00000052723
SIL1	ENSG00000120725
SIRT2	ENSG00000068903
SIRT3	ENSG00000142082
SIRT5	ENSG00000124523
SIRT6	ENSG00000077463
SIVA1	ENSG00000184990
SKIL	ENSG00000136603
SKIV2L	ENSG00000232616
SKIV2L	 ENSG00000225737
SKIV2L	 ENSG00000204351
SKIV2L	 ENSG00000223493
SKIV2L	 ENSG00000206353
SKIV2L	 ENSG00000228896
SKIV2L2	ENSG00000039123
SKP1	ENSG00000113558
SLC15A4	ENSG00000139370
SLC20A1	ENSG00000144136
SLC25A11	ENSG00000108528
SLC25A26	ENSG00000144741
SLC25A28	ENSG00000155287
SLC25A3	ENSG00000075415
SLC25A32	ENSG00000164933
SLC25A38	ENSG00000144659
SLC25A39	ENSG00000013306
SLC25A44	ENSG00000160785
SLC25A46	ENSG00000164209
SLC25A5	ENSG00000005022
SLC27A4	ENSG00000167114
SLC30A1	ENSG00000170385
SLC30A5	ENSG00000145740
SLC30A9	ENSG00000014824
SLC35A2	ENSG00000102100
SLC35A4	ENSG00000176087
SLC35B1	ENSG00000121073
SLC35B2	ENSG00000157593
SLC35C2	ENSG00000080189
SLC35E1	ENSG00000127526
SLC35E3	ENSG00000175782
SLC35F5	ENSG00000115084
SLC38A2	ENSG00000134294
SLC39A1	ENSG00000143570
SLC39A3	ENSG00000141873
SLC39A7	ENSG00000206288
SLC39A7	 ENSG00000224399
SLC39A7	 ENSG00000227402
SLC39A7	 ENSG00000229802
SLC39A7	 ENSG00000226614
SLC39A7	 ENSG00000112473
SLC41A3	ENSG00000114544
SLC46A3	ENSG00000139508
SLC48A1	ENSG00000211584
SLIRP	ENSG00000119705
SLTM	ENSG00000137776
SMAD2	ENSG00000175387
SMAD4	ENSG00000141646
SMAD5	ENSG00000113658
SMAP1	ENSG00000112305
SMARCA2	ENSG00000080503
SMARCA4	ENSG00000127616
SMARCAL1	ENSG00000138375
SMARCB1	ENSG00000099956
SMARCB1	 ENSG00000275837
SMARCE1	ENSG00000073584
SMC1A	ENSG00000072501
SMC5	ENSG00000198887
SMG5	ENSG00000198952
SMG7	ENSG00000116698
SMG8	ENSG00000167447
SMIM12	ENSG00000163866
SMIM8	ENSG00000111850
SMNDC1	ENSG00000119953
SMPD1	ENSG00000166311
SMPD4	ENSG00000136699
SMU1	ENSG00000122692
SMUG1	ENSG00000123415
SNAP23	ENSG00000092531
SNAP29	ENSG00000099940
SNAP47	ENSG00000143740
SNAPC3	ENSG00000164975
SNAPC5	ENSG00000174446
SNAPIN	ENSG00000143553
SND1	ENSG00000197157
SNF8	ENSG00000159210
SNRNP200	ENSG00000144028
SNRNP25	ENSG00000161981
SNRNP27	ENSG00000124380
SNRNP35	ENSG00000184209
SNRNP40	ENSG00000060688
SNRNP48	ENSG00000168566
SNRNP70	ENSG00000104852
SNRPA	ENSG00000077312
SNRPB	ENSG00000125835
SNRPB2	ENSG00000125870
SNRPC	ENSG00000124562
SNRPD1	ENSG00000167088
SNRPD2	ENSG00000125743
SNRPD3	ENSG00000100028
SNRPG	ENSG00000143977
SNUPN	ENSG00000169371
SNW1	ENSG00000100603
SNX12	ENSG00000147164
SNX13	ENSG00000071189
SNX17	ENSG00000115234
SNX18	ENSG00000178996
SNX19	ENSG00000120451
SNX2	ENSG00000205302
SNX25	ENSG00000109762
SNX3	ENSG00000112335
SNX4	ENSG00000114520
SNX5	ENSG00000089006
SNX6	ENSG00000129515
SNX9	ENSG00000130340
SOCS4	ENSG00000180008
SOCS6	ENSG00000170677
SOD1	ENSG00000142168
SON	ENSG00000159140
SPAG7	ENSG00000091640
SPAG9	ENSG00000008294
SPATA2	ENSG00000158480
SPATA5L1	ENSG00000171763
SPCS1	ENSG00000114902
SPCS3	ENSG00000129128
SPECC1L	ENSG00000100014
SPEN	ENSG00000065526
SPG11	ENSG00000104133
SPG21	ENSG00000090487
SPG7	ENSG00000197912
SPHAR	ENSG00000213029
SPNS1	ENSG00000169682
SPOP	ENSG00000121067
SPPL2B	ENSG00000005206
SPPL3	ENSG00000157837
SPRYD3	ENSG00000167778
SPRYD7	ENSG00000123178
SPSB3	ENSG00000162032
SPTSSA	ENSG00000165389
SPTY2D1	ENSG00000179119
SRA1	ENSG00000213523
SRD5A3	ENSG00000128039
SREBF2	ENSG00000198911
SREK1IP1	ENSG00000153006
SRM	ENSG00000116649
SRP14	ENSG00000140319
SRP19	ENSG00000153037
SRP54	ENSG00000100883
SRP68	ENSG00000167881
SRP72	ENSG00000174780
SRP9	ENSG00000143742
SRPRB	ENSG00000144867
SRR	ENSG00000167720
SRRD	ENSG00000100104
SRRM1	ENSG00000133226
SRSF1	ENSG00000136450
SRSF10	ENSG00000188529
SRSF11	ENSG00000116754
SRSF2	ENSG00000161547
SRSF3	ENSG00000112081
SRSF4	ENSG00000116350
SRSF7	ENSG00000115875
SRSF8	ENSG00000263465
SS18L2	ENSG00000008324
SSB	ENSG00000138385
SSBP1	ENSG00000106028
SSBP1	 ENSG00000262771
SSNA1	ENSG00000176101
SSR1	ENSG00000124783
SSR2	ENSG00000163479
SSR3	ENSG00000114850
SSRP1	ENSG00000149136
SSSCA1	ENSG00000173465
SSU72	ENSG00000160075
ST3GAL2	ENSG00000157350
ST6GALNAC6	ENSG00000160408
ST7	ENSG00000004866
STAM	ENSG00000136738
STAM2	ENSG00000115145
STAMBP	ENSG00000124356
STARD3	ENSG00000131748
STARD7	ENSG00000084090
STAT3	ENSG00000168610
STAU1	ENSG00000124214
STAU2	ENSG00000040341
STIM1	ENSG00000167323
STIP1	ENSG00000168439
STK11	ENSG00000118046
STK16	ENSG00000115661
STOM	ENSG00000148175
STOML1	ENSG00000067221
STOML2	ENSG00000165283
STRAP	ENSG00000023734
STRIP1	ENSG00000143093
STRN3	ENSG00000196792
STT3A	ENSG00000134910
STT3B	ENSG00000163527
STUB1	ENSG00000103266
STX10	ENSG00000104915
STX17	ENSG00000136874
STX4	ENSG00000103496
STX5	ENSG00000162236
STX8	ENSG00000170310
STXBP3	ENSG00000116266
STYXL1	ENSG00000127952
SUB1	ENSG00000113387
SUCLA2	ENSG00000136143
SUCLG1	ENSG00000163541
SUCLG2	ENSG00000172340
SUGP1	ENSG00000105705
SUGT1	ENSG00000165416
SUMO1	ENSG00000116030
SUMO3	ENSG00000184900
SUN2	ENSG00000100242
SUPT4H1	ENSG00000213246
SUPT5H	ENSG00000196235
SUPT6H	ENSG00000109111
SUPT7L	ENSG00000119760
SUPV3L1	ENSG00000156502
SURF1	ENSG00000280627
SURF1	 ENSG00000148290
SURF4	ENSG00000148248
SURF4	 ENSG00000280951
SURF6	ENSG00000148296
SUZ12	ENSG00000178691
SYAP1	ENSG00000169895
SYF2	ENSG00000117614
SYMPK	ENSG00000125755
SYNCRIP	ENSG00000135316
SYNJ2BP	ENSG00000213463
SYPL1	ENSG00000008282
SYS1	ENSG00000204070
SYVN1	ENSG00000162298
SZRD1	ENSG00000055070
TAB1	ENSG00000100324
TAB2	ENSG00000055208
TACO1	ENSG00000136463
TADA1	ENSG00000152382
TADA3	ENSG00000171148
TAF10	ENSG00000166337
TAF11	ENSG00000064995
TAF12	ENSG00000120656
TAF13	ENSG00000197780
TAF15	ENSG00000276833
TAF15	 ENSG00000270647
TAF1D	ENSG00000166012
TAF4	ENSG00000130699
TAF4	 ENSG00000280529
TAF5L	ENSG00000135801
TAF8	ENSG00000137413
TAF9	ENSG00000279247
TAF9	 ENSG00000273841
TAF9	 ENSG00000085231
TAF9	 ENSG00000276463
TALDO1	ENSG00000177156
TAMM41	ENSG00000279643
TAMM41	 ENSG00000144559
TANGO2	ENSG00000183597
TANGO6	ENSG00000103047
TANK	ENSG00000136560
TAOK2	ENSG00000149930
TAPBP	ENSG00000206281
TAPBP	 ENSG00000206208
TAPBP	 ENSG00000236490
TAPBP	 ENSG00000231925
TAPBP	 ENSG00000112493
TAPT1	ENSG00000169762
TARDBP	ENSG00000120948
TARS	ENSG00000113407
TATDN1	ENSG00000147687
TATDN2	ENSG00000157014
TAX1BP1	ENSG00000106052
TAZ	ENSG00000102125
TBC1D1	ENSG00000065882
TBC1D14	ENSG00000132405
TBC1D15	ENSG00000121749
TBC1D20	ENSG00000125875
TBC1D22A	ENSG00000054611
TBC1D23	ENSG00000036054
TBC1D7	ENSG00000145979
TBC1D9B	ENSG00000197226
TBCA	ENSG00000171530
TBCB	ENSG00000105254
TBCC	ENSG00000124659
TBCCD1	ENSG00000113838
TBCD	ENSG00000141556
TBCD	 ENSG00000278759
TBCE	ENSG00000116957
TBK1	ENSG00000183735
TBRG1	ENSG00000154144
TBRG4	ENSG00000136270
TCAIM	ENSG00000179152
TCEANC2	ENSG00000116205
TCEB1	ENSG00000154582
TCEB2	ENSG00000103363
TCEB3	ENSG00000011007
TCERG1	ENSG00000113649
TCF12	ENSG00000140262
TCF20	ENSG00000262024
TCF20	 ENSG00000282892
TCF20	 ENSG00000100207
TCF20	 ENSG00000281897
TCF20	 ENSG00000283026
TCF20	 ENSG00000280467
TCF20	 ENSG00000276461
TCF25	ENSG00000141002
TCP1	ENSG00000120438
TCTN3	ENSG00000119977
TDP2	ENSG00000111802
TDRD3	ENSG00000083544
TECR	ENSG00000099797
TEF	ENSG00000167074
TEFM	ENSG00000172171
TELO2	ENSG00000100726
TERF2	ENSG00000132604
TERF2IP	ENSG00000166848
TEX2	ENSG00000136478
TEX261	ENSG00000144043
TEX264	ENSG00000164081
TFAM	ENSG00000108064
TFB1M	ENSG00000029639
TFB2M	ENSG00000162851
TFCP2	ENSG00000135457
TFDP1	ENSG00000198176
TFE3	ENSG00000068323
TFG	ENSG00000114354
TFIP11	ENSG00000100109
TFPT	ENSG00000276296
TFPT	 ENSG00000105619
TFPT	 ENSG00000276263
TFPT	 ENSG00000274073
TFPT	 ENSG00000276504
TFPT	 ENSG00000276022
TFPT	 ENSG00000275086
TFPT	 ENSG00000273833
TFPT	 ENSG00000278161
TFPT	 ENSG00000276323
TGOLN2	ENSG00000152291
THADA	ENSG00000115970
THAP3	ENSG00000041988
THAP4	ENSG00000176946
THAP5	ENSG00000177683
THAP7	ENSG00000184436
THOC5	ENSG00000100296
THOC7	ENSG00000163634
THOP1	ENSG00000172009
THRAP3	ENSG00000054118
THTPA	ENSG00000259431
THUMPD3	ENSG00000134077
THYN1	ENSG00000151500
TIA1	ENSG00000116001
TIAL1	ENSG00000151923
TICAM1	ENSG00000127666
TIGD5	ENSG00000179886
TIGD5	 ENSG00000278016
TIGD6	ENSG00000164296
TIMM10	ENSG00000134809
TIMM10B	ENSG00000132286
TIMM13	ENSG00000099800
TIMM17A	ENSG00000134375
TIMM17B	ENSG00000126768
TIMM21	ENSG00000075336
TIMM22	ENSG00000278501
TIMM22	 ENSG00000177370
TIMM22	 ENSG00000277649
TIMM44	ENSG00000104980
TIMM50	ENSG00000105197
TIMM8B	ENSG00000150779
TIMM9	ENSG00000100575
TIMMDC1	ENSG00000113845
TINF2	ENSG00000092330
TIPRL	ENSG00000143155
TJAP1	ENSG00000137221
TLE1	ENSG00000196781
TLK1	ENSG00000198586
TM2D1	ENSG00000162604
TM2D2	ENSG00000169490
TM2D3	ENSG00000184277
TM9SF1	ENSG00000100926
TM9SF2	ENSG00000125304
TM9SF3	ENSG00000077147
TM9SF4	ENSG00000101337
TMBIM1	ENSG00000135926
TMBIM4	ENSG00000282031
TMBIM4	 ENSG00000155957
TMBIM6	ENSG00000139644
TMCC1	ENSG00000172765
TMCO1	ENSG00000143183
TMCO3	ENSG00000150403
TMED1	ENSG00000099203
TMED10	ENSG00000170348
TMED2	ENSG00000086598
TMED4	ENSG00000158604
TMED5	ENSG00000117500
TMED7	ENSG00000134970
TMED9	ENSG00000184840
TMEM101	ENSG00000091947
TMEM106B	ENSG00000106460
TMEM106C	ENSG00000134291
TMEM115	ENSG00000126062
TMEM120A	ENSG00000189077
TMEM126A	ENSG00000171202
TMEM127	ENSG00000135956
TMEM128	ENSG00000132406
TMEM129	ENSG00000168936
TMEM131	ENSG00000075568
TMEM134	ENSG00000172663
TMEM141	ENSG00000244187
TMEM147	ENSG00000105677
TMEM14B	ENSG00000137210
TMEM14C	ENSG00000111843
TMEM161A	ENSG00000064545
TMEM167B	ENSG00000215717
TMEM168	ENSG00000146802
TMEM177	ENSG00000144120
TMEM179B	ENSG00000185475
TMEM18	ENSG00000151353
TMEM184C	ENSG00000164168
TMEM185B	ENSG00000226479
TMEM186	ENSG00000184857
TMEM187	ENSG00000177854
TMEM189	ENSG00000240849
TMEM19	ENSG00000139291
TMEM192	ENSG00000170088
TMEM199	ENSG00000244045
TMEM203	ENSG00000187713
TMEM205	ENSG00000105518
TMEM214	ENSG00000119777
TMEM219	ENSG00000149932
TMEM222	ENSG00000186501
TMEM223	ENSG00000168569
TMEM230	ENSG00000089063
TMEM242	ENSG00000215712
TMEM248	ENSG00000106609
TMEM251	ENSG00000153485
TMEM251	 ENSG00000275947
TMEM256	ENSG00000205544
TMEM258	ENSG00000134825
TMEM259	ENSG00000182087
TMEM30A	ENSG00000112697
TMEM33	ENSG00000109133
TMEM39A	ENSG00000176142
TMEM41A	ENSG00000163900
TMEM41B	ENSG00000166471
TMEM42	ENSG00000169964
TMEM42	 ENSG00000280516
TMEM5	ENSG00000118600
TMEM50A	ENSG00000183726
TMEM50B	ENSG00000263160
TMEM50B	 ENSG00000142188
TMEM55B	ENSG00000165782
TMEM57	ENSG00000204178
TMEM59	ENSG00000116209
TMEM60	ENSG00000135211
TMEM62	ENSG00000137842
TMEM63B	ENSG00000137216
TMEM64	ENSG00000180694
TMEM69	ENSG00000159596
TMEM70	ENSG00000175606
TMEM81	ENSG00000174529
TMEM87A	ENSG00000103978
TMEM9	ENSG00000116857
TMEM9B	ENSG00000175348
TMF1	ENSG00000144747
TMLHE	ENSG00000185973
TMPO	ENSG00000120802
TMUB1	ENSG00000164897
TMUB2	ENSG00000168591
TMX1	ENSG00000139921
TMX2	ENSG00000213593
TMX4	ENSG00000125827
TNFAIP1	ENSG00000109079
TNIP1	ENSG00000145901
TNKS2	ENSG00000107854
TNPO1	ENSG00000083312
TNPO3	ENSG00000064419
TNRC6A	ENSG00000090905
TOB1	ENSG00000141232
TOLLIP	ENSG00000078902
TOMM20	ENSG00000173726
TOMM22	ENSG00000100216
TOMM40	ENSG00000130204
TOMM5	ENSG00000175768
TOMM6	ENSG00000214736
TOMM7	ENSG00000196683
TOMM70A	ENSG00000154174
TOP1	ENSG00000198900
TOP2B	ENSG00000077097
TOPORS	ENSG00000197579
TOR1A	ENSG00000136827
TOR1AIP2	ENSG00000169905
TOR1B	ENSG00000136816
TOR3A	ENSG00000186283
TOX4	ENSG00000092203
TP53RK	ENSG00000172315
TPCN1	ENSG00000186815
TPD52L2	ENSG00000101150
TPGS1	ENSG00000141933
TPI1	ENSG00000111669
TPP2	ENSG00000134900
TPRA1	ENSG00000163870
TPRG1L	ENSG00000158109
TPRKB	ENSG00000144034
TPRN	ENSG00000176058
TPST2	ENSG00000128294
TRA2A	ENSG00000164548
TRA2B	ENSG00000136527
TRAF6	ENSG00000175104
TRAF7	ENSG00000131653
TRAP1	ENSG00000126602
TRAPPC1	ENSG00000170043
TRAPPC10	ENSG00000160218
TRAPPC11	ENSG00000168538
TRAPPC12	ENSG00000171853
TRAPPC12	 ENSG00000274891
TRAPPC13	ENSG00000113597
TRAPPC2L	ENSG00000167515
TRAPPC3	ENSG00000054116
TRAPPC4	ENSG00000196655
TRAPPC4	 ENSG00000280495
TRAPPC5	ENSG00000181029
TRAPPC6B	ENSG00000182400
TRAPPC8	ENSG00000153339
TRAPPC9	ENSG00000167632
TRIAP1	ENSG00000170855
TRIM26	ENSG00000234127
TRIM26	 ENSG00000226060
TRIM26	 ENSG00000137313
TRIM26	 ENSG00000231002
TRIM26	 ENSG00000230230
TRIM26	 ENSG00000234046
TRIM26	 ENSG00000228881
TRIM26	 ENSG00000231641
TRIM27	ENSG00000234495
TRIM27	 ENSG00000204713
TRIM27	 ENSG00000237462
TRIM27	 ENSG00000229006
TRIM27	 ENSG00000237071
TRIM27	 ENSG00000215641
TRIM27	 ENSG00000233948
TRIM28	ENSG00000130726
TRIM3	ENSG00000110171
TRIM39	ENSG00000232839
TRIM39	 ENSG00000229929
TRIM39	 ENSG00000204599
TRIM39	 ENSG00000224994
TRIM39	 ENSG00000226437
TRIM39	 ENSG00000206495
TRIM39	 ENSG00000230308
TRIM41	ENSG00000146063
TRIM44	ENSG00000166326
TRIM56	ENSG00000169871
TRIM65	ENSG00000141569
TRIM8	ENSG00000171206
TRIP12	ENSG00000153827
TRIP4	ENSG00000103671
TRMT1	ENSG00000104907
TRMT10C	ENSG00000174173
TRMT112	ENSG00000173113
TRMT12	ENSG00000183665
TRMT1L	ENSG00000121486
TRMT2A	ENSG00000099899
TRNAU1AP	ENSG00000180098
TRNT1	ENSG00000072756
TRPC4AP	ENSG00000100991
TRPT1	ENSG00000149743
TRUB2	ENSG00000167112
TSC2	ENSG00000103197
TSEN15	ENSG00000198860
TSEN34	ENSG00000278712
TSEN34	 ENSG00000275165
TSEN34	 ENSG00000274672
TSEN34	 ENSG00000278605
TSEN34	 ENSG00000273896
TSEN34	 ENSG00000274796
TSEN34	 ENSG00000274129
TSEN34	 ENSG00000278622
TSEN34	 ENSG00000170892
TSEN34	 ENSG00000274078
TSFM	ENSG00000123297
TSG101	ENSG00000074319
TSN	ENSG00000211460
TSNAX	ENSG00000116918
TSPAN17	ENSG00000048140
TSPAN31	ENSG00000135452
TSPYL1	ENSG00000189241
TSR1	ENSG00000167721
TSR2	ENSG00000158526
TSR3	ENSG00000007520
TSSC4	ENSG00000184281
TSTA3	ENSG00000278243
TSTA3	 ENSG00000104522
TSTD2	ENSG00000136925
TTC1	ENSG00000113312
TTC17	ENSG00000052841
TTC19	ENSG00000011295
TTC32	ENSG00000183891
TTC33	ENSG00000113638
TTC37	ENSG00000198677
TTC4	ENSG00000243725
TTC7B	ENSG00000165914
TTC9C	ENSG00000162222
TTI1	ENSG00000101407
TTI2	ENSG00000129696
TUBA1B	ENSG00000123416
TUBA1C	ENSG00000167553
TUBB	ENSG00000229684
TUBB	 ENSG00000232421
TUBB	 ENSG00000183311
TUBB	 ENSG00000235067
TUBB	 ENSG00000232575
TUBB	 ENSG00000196230
TUBB	 ENSG00000224156
TUBB	 ENSG00000227739
TUBD1	ENSG00000108423
TUBGCP2	ENSG00000130640
TUBGCP4	ENSG00000137822
TUFM	ENSG00000178952
TUSC2	ENSG00000114383
TUT1	ENSG00000149016
TVP23B	ENSG00000171928
TXLNA	ENSG00000084652
TXLNG	ENSG00000086712
TXN2	ENSG00000100348
TXNDC11	ENSG00000153066
TXNDC12	ENSG00000117862
TXNDC15	ENSG00000113621
TXNDC17	ENSG00000129235
TXNDC9	ENSG00000115514
TXNL1	ENSG00000091164
TXNL4A	ENSG00000141759
TXNL4B	ENSG00000140830
TXNRD1	ENSG00000198431
TYK2	ENSG00000105397
TYW1	ENSG00000198874
U2AF1	ENSG00000160201
U2AF1L4	ENSG00000161265
U2AF2	ENSG00000063244
UAP1	ENSG00000117143
UBA1	ENSG00000130985
UBA2	ENSG00000126261
UBA3	ENSG00000144744
UBA5	ENSG00000081307
UBA52	ENSG00000221983
UBAC2	ENSG00000134882
UBALD1	ENSG00000153443
UBAP1	ENSG00000165006
UBAP2L	ENSG00000143569
UBB	ENSG00000170315
UBC	ENSG00000150991
UBE2A	ENSG00000077721
UBE2B	ENSG00000119048
UBE2D2	ENSG00000131508
UBE2D3	ENSG00000109332
UBE2D4	ENSG00000078967
UBE2E1	ENSG00000170142
UBE2E2	ENSG00000182247
UBE2E3	ENSG00000170035
UBE2F	ENSG00000184182
UBE2G2	ENSG00000184787
UBE2H	ENSG00000186591
UBE2I	ENSG00000103275
UBE2J1	ENSG00000198833
UBE2J2	ENSG00000160087
UBE2K	ENSG00000078140
UBE2L3	ENSG00000185651
UBE2M	ENSG00000130725
UBE2N	ENSG00000177889
UBE2NL	ENSG00000282795
UBE2NL	 ENSG00000276380
UBE2Q1	ENSG00000160714
UBE2R2	ENSG00000107341
UBE2V1	ENSG00000244687
UBE2V2	ENSG00000169139
UBE2W	ENSG00000104343
UBE2Z	ENSG00000159202
UBE3A	ENSG00000114062
UBE3B	ENSG00000151148
UBE3C	ENSG00000009335
UBE4A	ENSG00000110344
UBE4B	ENSG00000130939
UBFD1	ENSG00000103353
UBIAD1	ENSG00000120942
UBL3	ENSG00000122042
UBL4A	ENSG00000102178
UBL5	ENSG00000198258
UBL7	ENSG00000138629
UBOX5	ENSG00000185019
UBP1	ENSG00000153560
UBQLN1	ENSG00000135018
UBQLN2	ENSG00000188021
UBQLN4	ENSG00000160803
UBR2	ENSG00000024048
UBR7	ENSG00000012963
UBR7	 ENSG00000278787
UBTD1	ENSG00000165886
UBTF	ENSG00000108312
UBXN2A	ENSG00000173960
UBXN4	ENSG00000144224
UBXN6	ENSG00000167671
UCHL3	ENSG00000118939
UCHL5	ENSG00000116750
UCK1	ENSG00000130717
UCK2	ENSG00000143179
UCKL1	ENSG00000198276
UEVLD	ENSG00000151116
UFC1	ENSG00000143222
UFD1L	ENSG00000070010
UFL1	ENSG00000014123
UFSP2	ENSG00000109775
UGP2	ENSG00000169764
UHRF1BP1L	ENSG00000111647
ULK1	ENSG00000177169
ULK3	ENSG00000140474
UNC50	ENSG00000115446
UNG	ENSG00000076248
UPF1	ENSG00000005007
UPF2	ENSG00000151461
